Word,uniqueID,manmade_freq_1,manmade_freq_2,manmade_freq_3,manmade_freq_4,manmade_freq_5,manmade_freq_6,manmade_freq_7
gear,gear,0,0,0,0,1,7,31
gearshift,gearshift,0,0,0,0,0,1,38
gel,gel,0,0,0,1,3,16,17
gem,gem,8,5,8,2,7,3,1
generator,generator,0,0,1,0,2,3,32
gift,gift,1,1,0,4,2,15,15
ginger,ginger,28,6,2,1,1,1,0
gingerbread man,gingerbread_man,0,0,0,0,4,6,26
giraffe,giraffe,34,1,1,1,0,0,0
girl,girl,16,9,1,1,5,5,2
glass,glass,0,1,0,0,1,5,31
glasses,glasses,0,1,0,0,0,7,29
globe,globe,0,0,0,0,1,5,30
glove,glove,0,0,1,0,1,4,33
glue,glue,1,0,0,0,1,5,29
go-kart,go-kart,1,0,0,0,1,6,30
goalpost,goalpost,0,0,0,0,0,2,38
goat,goat,28,8,0,0,0,0,1
goblet,goblet,0,1,0,0,1,10,28
goggles,goggles,0,0,0,0,0,2,33
gold,gold,26,12,1,0,0,1,0
goldfish,goldfish,31,4,2,0,0,0,1
golf cart,golf_cart,1,0,0,0,2,6,29
golf club,golf_club,1,1,0,1,2,2,25
gondola,gondola,0,0,0,0,0,5,33
gong,gong,0,0,0,0,1,6,32
goose,goose,31,6,1,1,0,0,1
gopher,gopher,36,2,0,0,0,0,0
gorilla,gorilla,35,2,0,0,0,1,0
gourd,gourd,26,6,3,1,0,0,1
graffiti,graffiti,2,0,0,0,0,3,32
grain,grain,16,13,2,1,5,2,0
gramophone,gramophone,0,0,0,0,0,2,33
granite,granite,13,14,1,3,3,1,4
granola,granola,1,3,5,1,6,10,11
grape,grape,27,6,0,1,0,0,3
grapefruit,grapefruit,31,2,2,1,0,0,1
grapevine,grapevine,22,9,2,1,3,2,0
grass,grass,26,6,3,0,1,0,0
grasshopper,grasshopper,34,1,0,0,0,0,1
grate,grate,1,0,0,0,0,3,35
grater,grater,0,1,0,0,2,3,31
gravel,gravel,7,4,6,3,7,2,7
gravestone,gravestone,0,0,0,2,1,5,29
gravy,gravy,0,0,1,0,3,8,25
green beans,green_beans,27,11,1,0,0,1,0
grenade,grenade,0,0,0,0,3,1,34
grill,grill,0,1,1,1,1,4,28
grille,grille,0,0,0,0,2,5,33
grinder,grinder,1,0,0,0,1,6,30
grits,grits,1,2,3,0,4,12,13
groundhog,groundhog,32,3,0,1,0,0,0
guacamole,guacamole,1,1,3,2,5,14,10
guardrail,guardrail,1,0,0,0,1,3,33
guillotine,guillotine,0,0,0,0,1,3,34
guinea pig,guinea_pig,24,8,1,2,0,0,0
guitar,guitar,0,0,0,0,1,3,35
gum,gum,0,0,0,0,1,9,29
gumball,gumball,0,0,0,0,0,6,33
gumdrop,gumdrop,0,0,0,0,0,9,27
gun,gun,1,0,0,0,0,1,36
gurney,gurney,0,0,1,1,2,4,31
gutter,gutter,2,1,0,0,0,4,29
gyro,gyro,0,0,0,0,3,9,27
gyroscope,gyroscope,0,0,0,0,4,5,30
hail,hail,31,6,0,0,0,0,0
hair,hair,28,7,0,3,0,2,0
hairbrush,hairbrush,0,0,0,1,0,8,31
hairdryer,hairdryer,2,0,0,0,0,0,36
hairnet,hairnet,1,0,0,2,0,6,27
hairpin,hairpin,0,0,0,0,1,6,31
hairspray,hairspray,0,1,0,0,0,5,30
ham,ham,8,7,2,2,11,5,3
hamburger,hamburger,1,0,1,0,2,14,20
hammer,hammer,0,1,0,0,0,5,30
hammock,hammock,0,0,0,0,0,7,30
hamster,hamster,34,2,1,0,0,0,1
hand,hand,24,9,0,2,1,0,2
handbrake,handbrake,1,0,0,0,1,1,34
handcuff,handcuff,0,0,0,0,0,2,33
handkerchief,handkerchief,0,0,1,0,0,7,30
handle,handle,1,0,0,0,0,8,30
handlebar,handlebar,0,1,1,1,0,5,27
handprint,handprint,1,1,0,0,3,8,24
hanger,hanger,0,0,0,0,2,6,29
hard disk,hard_disk,0,1,1,1,2,6,26
harmonica,harmonica,0,0,1,1,1,2,31
harness,harness,0,0,1,1,0,1,35
harp,harp,0,0,0,1,0,9,25
hash,hash,1,0,0,0,6,9,22
hat,hat,0,0,1,0,1,6,28
hatbox,hatbox,0,0,0,0,0,5,30
hatchet,hatchet,1,0,0,0,3,4,30
hawk,hawk,28,6,1,0,0,0,0
hay,hay,12,10,5,1,6,2,2
headband,headband,0,0,0,0,2,3,33
headdress,headdress,2,0,0,0,0,11,25
headlamp,headlamp,1,0,0,0,1,5,30
headlight,headlight,0,0,1,0,0,3,29
headphones,headphones,0,2,0,1,0,3,30
headrest,headrest,0,0,0,0,0,3,35
headscarf,headscarf,0,0,0,0,1,6,31
headset,headset,1,1,0,0,0,0,37
hearing aid,hearing_aid,0,0,0,0,0,2,35
hearse,hearse,1,0,0,0,1,2,33
heater,heater,0,2,1,0,1,5,30
hedge,hedge,5,8,4,3,12,4,4
hedgehog,hedgehog,36,2,0,0,1,0,0
helicopter,helicopter,2,0,0,1,0,0,36
helmet,helmet,0,1,0,0,1,6,31
highchair,highchair,0,0,0,1,0,7,28
highlighter,highlighter,0,0,0,0,0,6,32
hinge,hinge,0,1,0,0,2,6,30
hip,hip,25,5,1,2,2,1,4
hippopotamus,hippopotamus,32,5,0,0,0,0,0
hobbyhorse,hobbyhorse,0,0,0,0,0,8,31
hockey stick,hockey_stick,0,0,0,0,2,8,28
hoe,hoe,0,0,0,1,1,8,27
hole,hole,1,1,1,18,7,5,2
holster,holster,0,0,0,0,2,9,29
home plate,home_plate,0,0,0,0,1,3,32
honey,honey,26,4,1,1,3,1,1
honeycomb,honeycomb,26,5,1,1,0,2,1
honeypot,honeypot,0,0,0,0,0,5,33
hood,hood,0,0,1,0,0,4,29
hoodie,hoodie,0,0,0,0,1,11,25
hook,hook1,0,0,0,1,2,6,30
hook,hook2,0,0,0,0,0,9,28
hookah,hookah,0,0,0,0,0,4,33
hopscotch,hopscotch,0,0,0,1,0,11,23
horn,horn,2,0,1,0,1,3,27
horse,horse,29,7,0,1,1,0,0
horseshoe,horseshoe,0,0,1,0,1,9,27
hose,hose,0,0,0,0,0,4,33
hot-air balloon,hot-air_balloon,0,0,0,0,0,5,30
hot-water bottle,hot-water_bottle,0,0,0,1,1,4,27
hot chocolate,hot_chocolate,0,1,1,0,5,13,17
hot tub,hot_tub,0,0,0,0,1,3,33
hotdog,hotdog,0,0,1,0,3,7,28
hotplate,hotplate,0,1,0,0,1,1,32
hourglass,hourglass,0,1,0,0,0,6,29
hovercraft,hovercraft,0,0,0,0,0,3,35
hubcap,hubcap,0,0,0,0,0,7,31
hula hoop,hula_hoop,0,1,0,0,0,1,34
hummingbird,hummingbird,35,1,0,0,0,0,1
hummus,hummus,2,0,0,2,6,8,21
humvee,humvee,0,1,0,1,3,4,29
hydrant,hydrant,1,1,0,0,0,5,33
hyena,hyena,33,3,0,0,0,0,0
ice,ice,18,6,5,6,2,1,0
ice-cream cone,ice-cream_cone,0,0,0,0,3,5,29
ice cream,ice_cream,0,0,1,0,2,11,23
ice cube,ice_cube,0,2,1,5,9,8,13
ice pack,ice_pack,0,0,0,1,0,7,30
icemaker,icemaker,0,0,0,0,1,3,32
icepick,icepick,0,0,0,0,0,3,32
iceskate,iceskate,0,0,0,0,0,9,29
icicle,icicle,29,7,3,0,0,0,0
iguana,iguana,37,2,0,0,0,0,0
incense,incense,0,1,0,0,5,14,17
incubator,incubator,0,0,0,0,4,7,28
inhaler,inhaler,0,1,0,1,2,2,32
ink,ink,0,0,1,3,7,9,17
inkwell,inkwell,0,0,0,0,0,9,28
insole,insole,1,1,0,1,0,10,23
iron,iron,0,0,0,0,1,5,32
ironing board,ironing_board,0,0,0,0,0,7,29
ivy,ivy,32,4,0,0,1,0,0
jack,jack,0,0,0,0,0,7,30
jacket,jacket,0,0,0,1,0,7,31
jackhammer,jackhammer,0,0,0,1,2,1,29
jalapeno,jalapeno,26,9,2,0,0,1,0
jam,jam,0,0,1,1,3,17,16
jar,jar,1,0,1,1,1,2,31
javelin,javelin,0,0,0,1,0,11,25
jeans,jeans,1,0,0,0,0,10,27
jeep,jeep,0,0,0,0,2,4,32
jelly bean,jelly_bean,0,0,0,0,1,8,27
jellyfish,jellyfish,30,6,0,0,0,0,0
jersey,jersey,1,1,1,0,0,6,28
jet,jet,1,0,0,0,0,4,32
jetski,jetski,1,1,0,0,1,1,35
jewel,jewel,6,8,3,6,7,1,5
jewelry,jewelry,0,0,0,0,2,12,24
jigsaw puzzle,jigsaw_puzzle,0,0,0,0,0,7,28
joystick,joystick,0,0,1,0,2,5,31
jug,jug,0,0,0,0,2,8,29
juice,juice,0,2,5,2,10,7,11
juicer,juicer1,0,1,0,0,0,4,29
juicer,juicer2,0,2,0,0,0,5,32
jukebox,jukebox,1,1,0,1,1,2,31
jump rope,jump_rope,0,0,1,0,1,7,30
jumpsuit,jumpsuit,0,0,0,0,0,3,34
kale,kale,24,8,2,1,1,0,1
kaleidoscope,kaleidoscope,0,0,0,1,2,6,28
kangaroo,kangaroo,34,3,1,0,0,0,0
kayak,kayak,0,0,0,0,0,7,28
kazoo,kazoo,1,0,0,0,0,7,28
kebab,kebab,0,0,0,0,7,9,21
keg,keg,1,0,0,0,2,3,30
ketchup,ketchup,0,0,0,1,3,13,21
kettle,kettle,0,0,0,0,0,5,31
key,key,0,1,0,0,0,2,35
keyboard,keyboard,0,0,0,0,4,3,29
keyhole,keyhole,0,1,0,0,4,5,25
kilt,kilt,0,1,0,0,0,4,30
kimono,kimono,1,0,0,0,2,6,27
kite,kite,0,0,0,0,0,7,30
kitten,kitten,33,4,2,1,0,0,0
kiwi,kiwi,33,4,0,0,1,0,0
knee,knee,19,12,0,2,1,1,1
kneepad,kneepad,0,2,1,0,2,4,28
knife,knife,1,0,0,1,1,3,30
knitting,knitting,1,0,0,0,3,2,29
knitting needle,knitting_needle,0,0,0,0,0,9,28
knob,knob,0,2,0,1,1,10,24
knot,knot,0,0,0,1,3,14,22
koala,koala,33,2,0,2,0,0,0
lab coat,lab_coat,0,0,0,1,0,6,33
ladder,ladder,0,0,0,0,1,3,29
ladle,ladle,1,0,0,0,0,6,28
ladybug,ladybug,29,5,0,1,0,1,0
lamb,lamb,29,6,0,0,1,0,1
lamb chop,lamb_chop,11,7,3,3,4,7,3
lamp,lamp,1,0,0,1,0,4,32
lamppost,lamppost,0,0,0,0,0,2,36
lampshade,lampshade,1,0,0,0,1,7,31
landmine,landmine,1,0,0,0,1,3,28
lantern,lantern,0,0,0,0,2,8,25
lanyard,lanyard,0,0,1,0,0,5,31
laptop,laptop,0,0,0,0,0,3,32
lasagna,lasagna,1,0,0,0,4,9,23
laser pointer,laser_pointer,0,0,0,0,0,7,28
latch,latch,1,0,0,0,0,4,32
latte,latte,1,0,0,0,5,10,21
laundry basket,laundry_basket,0,2,0,0,0,3,32
lava,lava,34,4,0,0,0,0,0
lavender,lavender,24,8,0,1,1,1,2
lawnmower,lawnmower,1,1,0,0,1,5,29
leaf,leaf,34,3,0,0,0,0,0
leash,leash,2,0,0,0,1,2,31
lectern,lectern,0,0,0,0,0,7,28
leech,leech,28,6,3,0,0,1,0
leek,leek,26,3,1,0,1,2,1
leg,leg,23,5,3,4,1,2,2
leggings,leggings,1,0,0,0,2,4,31
lego,lego,1,1,0,0,1,6,30
lemon,lemon,31,4,2,0,1,1,1
lemonade,lemonade,1,0,2,1,4,13,17
lens,lens,0,0,0,0,1,9,27
leopard,leopard,36,2,1,1,0,0,0
leotard,leotard,0,0,0,0,1,8,27
letter opener,letter_opener,1,0,0,1,2,5,29
lettuce,lettuce,23,11,2,2,1,0,1
license plate,license_plate,0,1,0,0,0,6,31
licorice,licorice,2,0,0,1,1,8,25
lid,lid,0,1,0,0,0,3,35
life jacket,life_jacket,0,0,0,0,1,7,30
lifesaver,lifesaver,1,0,0,0,0,6,29
light switch,light_switch,0,0,1,0,1,3,34
lightbulb,lightbulb,0,0,0,0,0,5,32
lighter,lighter,1,0,0,1,0,3,35
lightning bug,lightning_bug,28,6,0,1,1,1,0
lime,lime,33,4,0,1,0,0,0
limousine,limousine,0,0,0,0,1,3,34
lingerie,lingerie,0,0,0,0,0,6,31
lion,lion,34,1,0,0,0,0,0
lip balm,lip_balm,0,0,0,0,1,9,24
lip gloss,lip_gloss,0,0,0,0,1,6,28
lipstick,lipstick,0,0,0,0,0,5,35
lizard,lizard,31,2,0,2,1,0,0
llama,llama,34,2,0,0,0,0,0
lobster,lobster,34,3,0,1,0,1,0
lock,lock,2,1,0,0,1,2,31
locker,locker,1,1,0,0,0,0,32
locket,locket,0,0,0,1,1,6,29
log,log,28,7,1,1,2,0,0
loincloth,loincloth,0,0,1,0,2,10,22
lollipop,lollipop,0,0,0,0,0,8,27
loom,loom,0,0,0,0,1,5,31
loveseat,loveseat,0,0,0,0,2,4,28
luggage,luggage,0,1,0,0,0,5,33
lumber,lumber,3,4,2,1,11,8,8
lunchbox,lunchbox,0,0,1,0,1,2,35
macadamia,macadamia,29,2,4,2,0,0,0
macaroni,macaroni,0,0,0,1,4,8,26
machete,machete,0,0,0,1,1,6,29
machine gun,machine_gun,1,0,0,0,0,5,29
maggot,maggot,31,6,0,0,0,0,1
magnet,magnet,0,0,2,2,8,8,18
magnifier,magnifier,0,1,1,1,2,4,30
magnifying glass,magnifying_glass,1,0,0,0,1,3,31
mail,mail,0,0,0,0,0,5,31
mailbox,mailbox,0,0,0,1,0,2,33
makeup,makeup,0,0,0,0,1,5,29
mallet,mallet,0,1,0,0,1,5,32
man,man,15,5,1,1,9,0,6
manatee,manatee,35,4,0,0,0,0,0
mandolin,mandolin,1,0,0,0,3,10,24
mango,mango,33,2,0,0,0,0,0
manhole,manhole,1,0,0,1,0,2,32
mannequin,mannequin,0,0,0,0,0,6,34
mantle,mantle,0,0,1,0,0,9,24
map,map,1,0,0,0,0,10,28
maple syrup,maple_syrup,6,2,3,1,6,7,11
marble,marble,0,1,0,3,0,3,30
margarita,margarita,1,0,0,0,1,8,26
marijuana,marijuana,22,6,3,0,3,1,0
marker,marker,0,0,0,0,2,7,27
marmalade,marmalade,0,1,0,0,3,12,22
marshmallow,marshmallow,0,0,1,0,3,10,22
mascara,mascara,0,0,0,0,1,7,31
mashed potato,mashed_potato,0,1,1,1,6,11,17
mask,mask,0,0,0,0,2,8,26
mast,mast,0,0,0,0,1,8,28
mat,mat,0,0,0,0,1,11,25
match,match,0,1,0,0,1,8,28
matchbox,matchbox,0,0,0,1,0,4,32
mattress,mattress,0,0,0,1,1,4,31
measuring cup,measuring_cup,0,0,0,0,0,5,33
meat,meat,20,12,2,0,1,0,0
meat grinder,meat_grinder,1,0,0,0,0,2,34
meatball,meatball,0,0,0,1,5,7,27
meatloaf,meatloaf,0,0,2,0,2,10,24
medal,medal,0,0,0,0,1,5,33
meerkat,meerkat,32,5,1,0,0,0,1
megaphone,megaphone,0,0,0,1,1,3,34
melon,melon,29,5,1,1,1,0,1
memory stick,memory_stick,0,1,0,0,1,5,31
metal detector,metal_detector,0,0,0,0,1,3,32
metronome,metronome,1,0,0,0,3,3,30
microphone,microphone,0,1,0,0,0,3,34
microscope,microscope,1,0,0,0,2,2,32
microwave,microwave,0,1,2,1,0,3,30
milk,milk,16,11,4,2,1,3,0
milkshake,milkshake,0,0,0,0,1,9,28
minivan,minivan,1,1,0,1,1,4,31
mint,mint,28,8,0,1,0,0,0
mirror,mirror,0,0,1,0,1,9,25
missile,missile,0,0,0,0,1,4,32
mistletoe,mistletoe,13,6,5,2,4,2,5
mitten,mitten,0,0,1,0,1,2,31
mixer,mixer,0,0,0,0,0,2,35
moccasin,moccasin,0,0,0,1,0,6,31
modem,modem,0,0,0,0,1,8,29
mold,mold1,0,0,0,0,2,8,29
mold,mold2,22,8,2,3,0,0,1
mole,mole,34,6,0,0,0,0,0
money,money,0,0,0,0,1,2,35
mongoose,mongoose,34,3,0,0,0,0,0
monkey,monkey,32,3,0,0,0,0,1
moose,moose,32,4,0,0,0,0,1
mop,mop,0,0,0,0,2,9,28
mosquito,mosquito,34,4,0,0,0,0,0
mosquito net,mosquito_net,0,0,0,0,1,5,29
moss,moss,29,5,1,0,1,0,0
moth,moth,33,2,0,1,1,0,0
motherboard,motherboard,1,0,0,0,1,7,27
motorcycle,motorcycle,1,0,0,0,0,5,32
mouse,mouse1,32,3,0,2,0,0,1
mouse,mouse2,0,0,0,0,2,6,30
mousepad,mousepad,1,0,0,0,0,5,32
mousetrap,mousetrap,0,0,0,0,2,4,30
mousse,mousse,0,0,0,1,2,5,30
mouth,mouth,30,4,1,2,1,0,0
mouthpiece,mouthpiece,0,0,0,0,1,3,36
mud,mud,21,13,2,1,0,0,1
muff,muff,0,0,1,2,3,7,23
muffin,muffin,1,0,0,1,1,6,30
mug,mug,0,0,0,0,1,4,34
mulberry,mulberry,30,5,0,0,1,0,2
mulch,mulch,5,3,5,3,10,6,5
mullet,mullet,1,0,2,1,5,12,17
mushroom,mushroom,30,4,0,0,0,1,0
music box,music_box,2,0,0,0,1,4,30
mussel,mussel,30,4,2,0,1,1,0
mustache,mustache,12,6,2,4,4,3,8
mustard,mustard,0,1,0,0,4,14,18
nacho,nacho,0,0,0,0,2,11,24
nail,nail,0,0,0,0,0,10,24
nail clippers,nail_clippers,0,0,1,0,0,2,35
nail file,nail_file,1,0,0,1,0,6,25
nail polish,nail_polish,2,0,0,0,1,5,31
napkin,napkin,0,1,0,0,0,5,33
napkin ring,napkin_ring,0,0,0,0,1,5,30
navel,navel,23,8,1,2,0,1,2
neck,neck,24,4,3,3,1,2,1
necklace,necklace,0,0,0,0,1,5,30
needle,needle,0,1,1,0,2,0,34
nest,nest,22,12,1,0,0,0,1
net,net,1,0,0,0,2,5,25
nightshirt,nightshirt,0,1,0,0,0,4,29
nightstand,nightstand,0,0,0,0,0,4,35
noisemaker,noisemaker,0,0,0,0,0,2,34
noodle,noodle,0,0,1,1,2,15,20
noose,noose,0,0,0,0,0,7,30
nose,nose,26,6,1,2,0,1,2
notebook,notebook,0,2,0,0,0,9,27
notepad,notepad,0,0,0,0,1,11,26
nut,nut,24,7,1,1,1,4,0
nutcracker,nutcracker,0,0,0,1,1,3,33
oar,oar,0,0,0,0,3,11,23
oatmeal,oatmeal,5,1,2,2,12,9,9
octopus,octopus,35,4,0,0,0,0,0
odometer,odometer,1,0,0,1,0,2,33
oil,oil,1,5,6,2,10,9,6
oilcan,oilcan,1,1,0,0,0,3,32
okra,okra,28,8,0,0,0,1,1
olive,olive,29,7,1,1,0,1,0
omelet,omelet,0,1,0,0,1,10,26
onion,onion,27,7,0,0,1,1,0
orange,orange,25,7,0,0,1,1,1
orange rind,orange_rind,32,6,1,0,0,0,0
orangutan,orangutan,33,4,0,0,2,0,0
orchid,orchid,31,3,0,2,0,0,1
organ,organ,1,0,0,0,0,4,30
origami,origami,0,0,0,1,3,3,31
ostrich,ostrich,34,2,0,1,0,0,0
otter,otter,35,1,0,0,1,0,2
ottoman,ottoman,1,0,0,0,0,4,31
outfit,outfit,0,0,0,0,1,6,32
outlet,outlet,0,0,0,0,1,2,31
oven,oven,0,0,0,0,0,4,33
overalls,overalls,0,0,0,1,0,4,31
owl,owl,31,3,0,1,0,0,0
oyster,oyster,33,6,0,0,1,0,0
pacifier,pacifier,1,0,0,0,0,3,27
paddle,paddle,0,0,0,1,0,8,29
padlock,padlock,0,0,0,1,1,4,29
paint,paint,0,0,1,0,1,10,25
paintbrush,paintbrush,0,0,0,1,2,9,23
painting,painting,0,0,0,1,0,4,32
pajamas,pajamas,0,1,1,0,2,8,23
palette,palette,0,0,0,0,1,8,27
pallet,pallet,0,0,0,1,0,5,32
palm tree,palm_tree,28,6,0,0,1,2,1
pan,pan,1,0,1,0,0,2,36
pancake,pancake,0,0,0,0,3,11,24
panda,panda,37,1,0,0,1,0,0
panther,panther,36,3,0,0,0,0,0
panties,panties,0,0,0,0,1,5,30
pants,pants,1,0,0,0,2,4,31
pantsuit,pantsuit,0,0,0,0,0,7,29
pantyhose,pantyhose,0,0,1,1,0,8,26
papaya,papaya,31,3,1,1,1,0,0
paper,paper,0,1,0,0,2,3,33
paper bag,paper_bag,0,0,0,0,4,5,26
paper plate,paper_plate,0,0,0,0,1,13,23
paper towel,paper_towel,0,0,0,0,1,10,25
paperclip,paperclip,0,1,0,1,1,5,27
paperweight,paperweight,1,0,0,0,0,9,28
parachute,parachute,0,0,0,0,0,6,31
parfait,parfait,0,0,0,1,1,14,23
parking meter,parking_meter,1,0,0,0,0,3,31
parrot,parrot,33,3,0,0,0,0,2
parsley,parsley,28,9,1,0,0,1,0
pasta,pasta,0,0,0,1,2,7,27
pastry,pastry,0,0,1,0,4,6,25
patch,patch,0,0,0,1,2,10,24
patty,patty,0,0,1,2,3,12,20
payphone,payphone,0,0,0,0,1,2,33
pea,pea,29,3,3,0,0,0,1
peach,peach,25,9,0,1,2,0,1
peacock,peacock,36,2,0,0,1,0,0
peanut,peanut,30,4,1,1,0,2,1
peanut butter,peanut_butter,0,0,0,1,7,12,20
pear,pear,26,6,2,1,2,1,1
pearl,pearl,22,8,1,3,2,0,0
pecan,pecan,25,3,1,1,2,2,1
pedal,pedal,0,0,0,0,0,9,29
pedometer,pedometer,0,0,0,1,0,5,30
peeler,peeler,1,0,0,0,3,5,26
peg,peg,0,0,0,0,3,10,26
pelican,pelican,35,1,1,0,0,0,0
pen,pen,0,0,0,0,2,1,32
pencil,pencil,0,0,0,1,1,8,26
pencil sharpener,pencil_sharpener,0,0,0,0,0,3,32
pendulum,pendulum,1,0,0,0,3,9,25
penguin,penguin,32,2,1,1,1,0,0
penholder,penholder,1,0,1,0,3,10,24
penlight,penlight,0,0,0,1,0,4,33
pennant,pennant,0,0,0,0,0,5,29
pepper mill,pepper_mill,0,0,0,0,0,7,33
pepper,pepper1,15,10,3,1,2,2,1
pepper,pepper2,26,9,2,1,1,1,0
peppermint,peppermint,0,0,0,0,2,8,28
pepperoni,pepperoni,0,1,1,0,6,16,13
perfume,perfume,0,0,0,0,0,13,25
periscope,periscope,0,0,0,1,3,5,28
pesto,pesto,2,1,1,0,4,11,17
pet food,pet_food,0,0,1,0,4,9,25
petal,petal,33,4,0,0,1,0,1
petri dish,petri_dish,1,0,0,0,0,4,34
pheasant,pheasant,33,7,0,0,0,0,0
phone,phone,0,0,0,1,0,2,29
phone booth,phone_booth,1,0,0,0,1,1,35
photo booth,photo_booth,0,0,0,0,1,7,28
photograph,photograph,0,0,0,0,2,7,29
piano,piano,0,0,0,1,0,4,34
pickax,pickax,0,0,0,0,1,8,28
pickle,pickle,6,4,4,1,11,6,6
pie,pie,1,0,0,2,1,7,27
piecrust,piecrust,1,0,0,0,3,8,27
pig,pig,31,7,0,0,0,0,0
pigeon,pigeon,36,1,1,0,0,1,0
piggy bank,piggy_bank,0,0,0,0,1,2,35
piglet,piglet,32,3,1,0,0,0,0
pill,pill,0,0,0,0,0,4,34
pillbox,pillbox,0,0,1,0,0,3,33
pillow,pillow,0,0,0,0,0,4,32
pin,pin,0,0,0,0,0,2,34
pinball,pinball,0,1,0,0,1,4,33
pincushion,pincushion,0,0,0,0,2,5,27
pine needle,pine_needle,29,8,0,1,0,1,1
pine tree,pine_tree,30,5,0,0,0,0,2
pineapple,pineapple,22,9,1,3,1,1,0
pinecone,pinecone,34,2,1,0,2,0,0
ping-pong table,ping-pong_table,0,0,0,0,0,5,34
pinwheel,pinwheel,0,0,0,0,0,6,32
pipe,pipe1,0,0,0,0,2,8,27
pipe,pipe2,1,0,0,1,0,8,26
pistachio,pistachio,25,9,1,1,0,0,0
pita,pita,0,1,0,0,2,13,23
pitcher,pitcher,0,0,0,0,0,9,28
pitchfork,pitchfork,1,0,2,2,2,2,27
pizza,pizza,0,0,0,0,1,3,36
place mat,place_mat,0,0,1,0,2,6,28
plant,plant,34,3,0,0,0,0,0
plaster cast,plaster_cast,0,0,1,0,1,7,29
plastic film,plastic_film,1,0,0,0,0,7,29
plate,plate,0,0,0,0,0,8,29
platypus,platypus,32,2,0,0,1,0,2
playing card,playing_card,0,1,0,0,1,4,29
playpen,playpen,2,0,0,0,0,5,32
pliers,pliers,0,0,0,1,2,4,31
plug,plug,0,0,0,0,0,5,33
plum,plum,24,6,2,4,1,0,2
plunger,plunger,0,1,0,0,0,9,27
pocket,pocket,1,0,0,0,0,4,31
pocket watch,pocket_watch,1,0,1,0,1,4,30
pocketknife,pocketknife,0,1,0,0,0,13,22
pogo stick,pogo_stick,0,0,0,0,0,2,35
poinsettia,poinsettia,31,5,1,0,2,0,1
poker,poker,0,1,0,0,4,8,26
polar bear,polar_bear,33,1,0,0,0,1,0
polaroid,polaroid,1,0,0,0,1,5,32
pole,pole,0,0,0,0,0,8,31
police car,police_car,0,0,0,0,0,7,32
polisher,polisher,0,2,0,0,0,3,33
polo shirt,polo_shirt,0,0,0,0,2,4,31
polygraph,polygraph,0,0,0,0,0,3,34
pom-pom,pom-pom,0,0,0,0,1,5,34
pomegranate,pomegranate,28,7,0,0,0,0,0
pony,pony,29,5,1,0,1,0,0
poodle,poodle,26,5,2,0,3,0,1
pool table,pool_table,0,0,0,0,0,4,35
popcorn,popcorn,3,0,2,2,10,7,12
poppy,poppy,26,4,2,1,0,3,0
popsicle,popsicle,1,0,0,0,0,13,24
porcupine,porcupine,35,2,0,0,0,0,0
porthole,porthole,0,0,1,0,0,6,28
possum,possum,34,4,0,1,0,0,0
poster,poster,0,0,0,1,0,6,28
pot,pot,0,0,0,2,1,3,31
potato,potato,24,12,0,0,0,0,1
potholder,potholder,0,0,0,0,0,8,29
pothole,pothole,3,0,2,3,6,5,14
potpie,potpie,0,0,0,0,2,7,25
potpourri,potpourri,0,1,3,4,11,13,5
powder,powder,0,3,3,5,13,7,7
power line,power_line,0,0,0,1,1,1,34
praying mantis,praying_mantis,35,2,0,0,0,0,0
pretzel,pretzel,0,0,0,1,3,3,32
printer,printer,1,0,0,0,0,3,34
prism,prism,2,4,3,5,4,8,10
projector,projector,0,0,0,0,1,5,34
propeller,propeller,0,0,0,0,2,6,29
prune,prune,13,11,4,1,6,2,1
puck,puck,0,0,0,0,2,8,29
pudding,pudding,1,0,0,0,3,6,29
puddle,puddle,17,9,2,7,0,0,0
puffin,puffin,35,2,1,0,0,1,0
pug,pug,23,7,0,1,1,3,2
pulley,pulley,0,0,0,0,0,2,37
pulpit,pulpit,0,1,0,0,1,3,33
pump,pump,0,0,1,0,1,6,31
pumpkin,pumpkin,26,8,0,0,0,1,2
punch,punch1,0,0,0,1,3,11,23
punch,punch2,0,0,0,0,0,2,34
punching bag,punching_bag,0,0,0,1,0,4,32
puppet,puppet,0,0,0,0,0,5,33
puppy,puppy,33,2,0,0,0,0,0
purse,purse,1,0,0,3,1,1,30
quad,quad,0,0,0,0,0,4,33
quesadilla,quesadilla,1,0,0,2,2,5,27
quiche,quiche,1,0,0,0,3,9,24
quill,quill,3,2,3,2,9,11,9
quilt,quilt,0,0,0,0,1,7,27
rabbit,rabbit,31,4,0,1,0,0,0
raccoon,raccoon,31,2,1,2,0,0,1
racehorse,racehorse,24,5,5,0,4,2,0
rack,rack1,2,0,0,0,1,4,30
rack,rack2,0,0,0,0,1,9,30
racket,racket,0,0,0,0,0,4,30
radar,radar,0,0,0,0,2,1,29
radiator,radiator,1,0,0,0,0,4,29
radio,radio,0,0,0,0,2,3,34
radish,radish,24,7,3,1,0,2,1
raft,raft,0,1,0,0,1,7,31
rag,rag,1,0,0,2,2,6,26
railing,railing,0,1,0,0,0,5,30
rain gauge,rain_gauge,0,0,0,1,2,6,29
raincoat,raincoat,2,2,1,0,1,5,25
raisin,raisin,12,7,3,1,8,4,2
rake,rake,0,0,0,0,0,4,33
ram,ram,33,6,0,0,0,0,0
ramp,ramp,0,1,0,0,1,1,35
