Word,uniqueID,pleasant_freq_1,pleasant_freq_2,pleasant_freq_3,pleasant_freq_4,pleasant_freq_5,pleasant_freq_6,pleasant_freq_7
jump rope,jump_rope,0,0,3,13,10,10,3
jumpsuit,jumpsuit,0,1,4,13,9,9,1
kale,kale,2,1,3,9,9,9,4
kaleidoscope,kaleidoscope,0,0,0,2,2,16,17
kangaroo,kangaroo,1,1,1,5,14,7,9
kayak,kayak,0,0,1,11,11,8,4
kazoo,kazoo,0,6,3,12,9,5,1
kebab,kebab,0,1,1,4,7,11,13
keg,keg,1,0,1,21,8,4,1
ketchup,ketchup,0,2,0,6,12,10,8
kettle,kettle,0,0,1,13,6,11,5
key,key,0,0,0,28,9,1,0
keyboard,keyboard,0,0,0,7,4,11,14
keyhole,keyhole,0,0,2,29,1,3,0
kilt,kilt,0,0,2,15,9,7,2
kimono,kimono,0,0,1,5,7,15,8
kite,kite,0,0,0,5,7,10,15
kitten,kitten,0,0,0,3,4,12,21
kiwi,kiwi,1,0,0,4,8,9,16
knee,knee,0,0,0,22,3,5,6
kneepad,kneepad,0,1,2,22,8,3,1
knife,knife,1,3,2,15,4,4,7
knitting,knitting,0,0,0,4,7,16,8
knitting needle,knitting_needle,0,1,1,21,4,6,4
knob,knob,0,0,1,21,9,5,2
knot,knot,0,0,7,25,5,3,0
koala,koala,0,0,0,3,5,11,18
lab coat,lab_coat,0,1,1,28,5,3,2
ladder,ladder,0,0,2,22,6,3,0
ladle,ladle,1,1,1,17,6,7,2
ladybug,ladybug,1,0,5,7,4,11,8
lamb,lamb,1,0,0,8,6,11,11
lamb chop,lamb_chop,0,1,1,4,7,18,7
lamp,lamp,0,0,0,8,9,17,4
lamppost,lamppost,1,0,0,15,4,13,5
lampshade,lampshade,0,0,0,17,11,10,2
landmine,landmine,23,5,1,2,0,2,0
lantern,lantern,0,1,0,5,16,6,7
lanyard,lanyard,0,0,4,19,9,5,0
laptop,laptop,0,0,1,10,3,14,7
lasagna,lasagna,0,0,0,0,4,11,22
laser pointer,laser_pointer,1,1,0,14,9,5,5
latch,latch,0,0,0,29,5,1,2
latte,latte,0,0,0,1,2,17,17
laundry basket,laundry_basket,0,0,4,25,4,2,2
lava,lava,15,11,2,4,4,2,0
lavender,lavender,0,0,1,1,3,7,25
lawnmower,lawnmower,0,1,4,22,4,6,0
leaf,leaf,0,0,0,1,12,14,10
leash,leash,0,1,5,24,4,2,0
lectern,lectern,0,1,1,21,7,3,2
leech,leech,20,6,9,1,0,1,1
leek,leek,0,0,1,18,6,7,2
leg,leg,0,1,0,7,10,12,10
leggings,leggings,0,0,0,9,7,11,11
lego,lego,0,0,1,11,8,17,2
lemon,lemon,1,1,1,5,7,18,7
lemonade,lemonade,0,0,1,0,1,17,19
lens,lens,0,1,0,19,8,6,3
leopard,leopard,1,1,10,10,5,7,6
leotard,leotard,0,1,3,22,5,5,0
letter opener,letter_opener,0,0,2,23,5,6,2
lettuce,lettuce,1,0,0,7,6,17,9
license plate,license_plate,0,0,2,32,1,3,0
licorice,licorice,0,0,4,3,14,12,4
lid,lid,1,0,0,27,4,3,4
life jacket,life_jacket,0,1,3,17,2,13,2
lifesaver,lifesaver,0,0,2,14,13,3,4
light switch,light_switch,0,0,0,22,8,8,1
lightbulb,lightbulb,0,0,0,14,5,18,0
lighter,lighter,1,2,0,18,7,9,3
lightning bug,lightning_bug,0,1,1,5,6,13,11
lime,lime,0,0,0,8,7,16,7
limousine,limousine,0,0,0,10,7,14,7
lingerie,lingerie,0,0,0,5,6,11,15
lion,lion,0,2,4,13,6,8,2
lip balm,lip_balm,0,0,0,3,6,16,9
lip gloss,lip_gloss,0,0,0,5,14,11,5
lipstick,lipstick,0,0,1,3,18,14,4
lizard,lizard,0,2,8,9,14,2,1
llama,llama,0,1,4,6,13,7,5
lobster,lobster,1,1,7,12,7,5,6
lock,lock,0,1,3,22,6,3,2
locker,locker,0,1,3,20,7,2,1
locket,locket,0,0,0,3,2,14,18
log,log,0,1,4,24,3,6,1
loincloth,loincloth,1,5,6,7,9,5,2
lollipop,lollipop,0,0,0,1,5,15,14
loom,loom,0,0,1,15,13,6,2
loveseat,loveseat,0,0,0,5,10,15,4
luggage,luggage,0,1,2,22,5,6,3
lumber,lumber,0,1,0,18,7,9,2
lunchbox,lunchbox,0,0,0,10,15,11,3
macadamia,macadamia,0,0,0,6,5,13,13
macaroni,macaroni,0,0,0,7,6,17,9
machete,machete,5,7,13,12,0,0,0
machine gun,machine_gun,10,10,5,8,1,1,0
maggot,maggot,25,9,1,2,1,0,0
magnet,magnet,0,0,2,29,4,2,1
magnifier,magnifier,0,0,0,24,6,9,0
magnifying glass,magnifying_glass,0,0,0,21,4,7,4
mail,mail,0,0,1,23,5,6,1
mailbox,mailbox,1,0,1,27,4,2,1
makeup,makeup,1,2,0,8,9,10,5
mallet,mallet,0,2,6,31,0,0,0
man,man,0,1,2,15,4,8,7
manatee,manatee,1,1,0,9,10,10,8
mandolin,mandolin,0,0,0,7,6,14,11
mango,mango,0,0,1,1,3,15,15
manhole,manhole,3,8,7,17,1,0,0
mannequin,mannequin,0,1,1,29,4,4,1
mantle,mantle,0,0,2,12,4,13,3
map,map,0,0,0,11,5,20,3
maple syrup,maple_syrup,0,0,0,7,5,11,13
marble,marble,0,0,0,13,12,7,5
margarita,margarita,0,0,2,1,5,17,11
marijuana,marijuana,1,1,1,8,8,11,5
marker,marker,0,0,0,13,12,5,6
marmalade,marmalade,1,0,0,3,6,15,13
marshmallow,marshmallow,0,0,0,1,9,18,8
mascara,mascara,0,1,0,12,8,14,4
mashed potato,mashed_potato,0,3,0,4,6,14,10
mask,mask,0,3,9,11,6,6,1
mast,mast,0,0,2,27,2,5,1
mat,mat,0,0,4,20,7,5,1
match,match,0,0,0,28,5,4,1
matchbox,matchbox,0,1,0,23,5,5,3
mattress,mattress,0,0,0,3,3,23,8
measuring cup,measuring_cup,0,1,0,22,7,7,1
meat,meat,2,1,2,9,8,9,4
meat grinder,meat_grinder,2,7,8,12,5,2,1
meatball,meatball,0,0,1,6,3,24,6
meatloaf,meatloaf,1,1,2,7,7,15,5
medal,medal,0,0,1,1,6,17,14
meerkat,meerkat,0,1,1,9,8,11,9
megaphone,megaphone,2,8,15,7,4,2,1
melon,melon,0,0,0,6,5,13,14
memory stick,memory_stick,0,0,1,24,5,6,2
metal detector,metal_detector,0,1,0,17,11,4,3
metronome,metronome,0,0,0,14,10,11,2
microphone,microphone,1,0,0,17,13,7,0
microscope,microscope,0,0,1,20,8,5,3
microwave,microwave,0,1,4,21,7,4,0
milk,milk,1,1,1,4,9,15,6
milkshake,milkshake,0,1,0,0,4,13,20
minivan,minivan,0,1,3,17,6,9,3
mint,mint,0,1,0,7,4,11,14
mirror,mirror,0,0,2,16,6,6,6
missile,missile,17,7,5,7,0,1,0
mistletoe,mistletoe,0,0,0,6,9,12,10
mitten,mitten,0,1,0,4,5,17,8
mixer,mixer,0,0,1,15,8,7,6
moccasin,moccasin,0,0,0,8,12,14,4
modem,modem,0,1,2,26,2,6,1
mold,mold1,0,0,0,20,9,10,0
mold,mold2,22,8,3,2,1,0,0
mole,mole,4,3,11,15,3,3,1
money,money,1,0,3,8,5,9,12
mongoose,mongoose,2,1,8,15,7,3,1
monkey,monkey,0,1,2,7,13,7,6
moose,moose,0,0,4,15,5,11,2
mop,mop,1,2,12,17,4,3,0
mosquito,mosquito,30,8,0,0,0,0,0
mosquito net,mosquito_net,1,1,1,6,11,9,6
moss,moss,1,0,3,10,9,11,2
moth,moth,0,5,7,10,8,5,2
motherboard,motherboard,0,0,0,28,3,4,1
motorcycle,motorcycle,1,1,1,13,7,13,2
mouse,mouse1,1,12,9,8,4,2,2
mouse,mouse2,0,0,1,14,8,13,2
mousepad,mousepad,0,0,0,17,9,10,2
mousetrap,mousetrap,10,16,6,3,1,0,0
mousse,mousse,0,0,0,2,4,11,21
mouth,mouth,0,0,1,7,7,16,7
mouthpiece,mouthpiece,1,9,8,15,2,3,2
mud,mud,5,13,10,6,1,1,2
muff,muff,1,0,0,4,9,10,12
muffin,muffin,0,0,0,0,4,14,21
mug,mug,0,0,0,7,7,17,8
mulberry,mulberry,1,0,0,5,4,20,8
mulch,mulch,0,1,6,19,9,0,2
mullet,mullet,11,6,7,9,2,2,1
mushroom,mushroom,1,2,3,9,5,11,4
music box,music_box,1,0,1,2,3,11,19
mussel,mussel,2,2,1,20,7,4,2
mustache,mustache,0,4,0,11,12,8,4
mustard,mustard,1,1,3,7,12,12,1
nacho,nacho,0,0,0,1,3,14,19
nail,nail,0,1,6,22,1,4,0
nail clippers,nail_clippers,0,0,5,26,3,4,0
nail file,nail_file,0,0,8,23,2,0,0
nail polish,nail_polish,1,0,1,4,10,16,7
napkin,napkin,0,0,0,18,11,4,6
napkin ring,napkin_ring,0,0,0,14,12,9,1
navel,navel,0,3,10,14,5,3,2
neck,neck,1,0,0,16,4,9,8
necklace,necklace,0,0,0,2,7,17,10
needle,needle,1,4,8,20,2,2,1
nest,nest,0,0,0,7,8,13,8
net,net,0,0,0,28,5,0,0
nightshirt,nightshirt,1,0,0,7,11,10,5
nightstand,nightstand,0,0,1,15,9,10,4
noisemaker,noisemaker,4,7,13,3,7,1,1
noodle,noodle,0,0,1,6,12,13,7
noose,noose,22,8,1,4,1,1,0
nose,nose,1,0,2,22,4,5,4
notebook,notebook,0,0,0,18,8,8,4
notepad,notepad,0,0,2,17,10,9,0
nut,nut,1,0,0,8,6,15,8
nutcracker,nutcracker,0,0,1,19,10,8,0
oar,oar,0,0,2,25,8,1,1
oatmeal,oatmeal,1,0,1,8,5,18,7
octopus,octopus,2,3,5,11,7,8,3
odometer,odometer,0,0,3,27,2,5,0
oil,oil,0,0,4,13,7,13,2
oilcan,oilcan,1,3,8,21,2,2,0
okra,okra,0,3,2,6,14,10,3
olive,olive,0,2,3,6,8,15,5
omelet,omelet,0,0,1,11,8,9,9
onion,onion,1,3,9,7,9,5,2
orange,orange,0,0,0,2,1,17,15
orange rind,orange_rind,0,5,6,9,8,10,1
orangutan,orangutan,0,0,1,10,9,13,6
orchid,orchid,1,0,0,4,1,13,18
organ,organ,0,0,1,3,6,16,9
origami,origami,0,0,0,4,10,14,10
ostrich,ostrich,1,1,2,16,9,4,4
otter,otter,0,0,2,8,11,11,7
ottoman,ottoman,0,0,0,6,12,11,7
outfit,outfit,0,0,0,7,7,15,10
outlet,outlet,0,2,1,23,6,2,0
oven,oven,0,0,2,16,8,11,0
overalls,overalls,0,0,3,17,8,6,2
owl,owl,0,1,0,5,8,13,8
oyster,oyster,0,3,10,10,8,6,3
pacifier,pacifier,0,0,0,8,6,10,7
paddle,paddle,0,1,1,21,12,2,1
padlock,padlock,0,1,3,24,5,2,0
paint,paint,0,1,2,4,10,15,5
paintbrush,paintbrush,0,1,0,11,11,8,4
painting,painting,3,0,0,2,3,19,10
pajamas,pajamas,0,0,0,3,6,13,13
palette,palette,1,0,1,10,10,11,3
pallet,pallet,0,1,4,27,3,3,0
palm tree,palm_tree,0,0,0,3,6,14,15
pan,pan,0,0,1,21,12,5,1
pancake,pancake,0,0,0,4,4,16,14
panda,panda,0,1,1,4,4,10,19
panther,panther,3,3,6,10,7,7,3
panties,panties,0,0,1,10,5,12,8
pants,pants,0,0,1,9,9,13,6
pantsuit,pantsuit,0,0,2,11,7,11,5
pantyhose,pantyhose,0,2,3,11,13,6,1
papaya,papaya,0,0,0,4,9,16,8
paper,paper,0,0,0,23,9,3,4
paper bag,paper_bag,2,0,2,20,8,3,0
paper plate,paper_plate,0,1,0,24,5,6,1
paper towel,paper_towel,0,0,0,15,14,7,0
paperclip,paperclip,0,0,1,22,8,3,1
paperweight,paperweight,0,0,1,25,10,2,0
parachute,parachute,0,0,0,12,8,10,7
parfait,parfait,0,0,0,2,5,13,19
parking meter,parking_meter,8,8,5,14,0,0,0
parrot,parrot,0,0,0,9,6,13,10
parsley,parsley,0,0,0,3,7,23,6
pasta,pasta,0,1,0,4,2,16,14
pastry,pastry,1,0,0,1,2,13,19
patch,patch,0,0,1,10,11,12,3
patty,patty,1,0,2,8,9,12,6
payphone,payphone,0,1,4,21,4,5,1
pea,pea,0,1,1,9,7,14,4
peach,peach,0,0,1,2,4,12,19
peacock,peacock,0,0,0,3,5,17,14
peanut,peanut,0,1,0,5,9,16,8
peanut butter,peanut_butter,0,0,1,3,5,18,13
pear,pear,0,0,0,2,10,16,11
pearl,pearl,2,0,0,1,3,6,24
pecan,pecan,0,0,0,6,8,11,10
pedal,pedal,0,0,3,22,9,3,1
pedometer,pedometer,1,0,0,22,9,4,0
peeler,peeler,0,0,1,21,4,6,3
peg,peg,0,0,1,31,3,3,1
pelican,pelican,0,1,7,6,9,5,9
pen,pen,0,0,0,21,12,2,0
pencil,pencil,0,0,0,15,10,9,2
pencil sharpener,pencil_sharpener,0,0,1,26,5,1,2
pendulum,pendulum,0,0,0,13,7,13,5
penguin,penguin,0,0,3,2,5,16,11
penholder,penholder,2,0,1,14,9,9,4
penlight,penlight,1,0,2,21,7,7,0
pennant,pennant,0,0,0,13,10,6,5
pepper mill,pepper_mill,0,0,1,11,19,6,3
pepper,pepper1,0,0,2,5,12,12,3
pepper,pepper2,0,1,3,8,7,14,7
peppermint,peppermint,0,1,0,2,10,16,9
pepperoni,pepperoni,0,2,0,3,7,18,7
perfume,perfume,0,0,0,3,4,17,14
periscope,periscope,1,0,2,19,8,5,2
pesto,pesto,0,1,2,8,7,10,8
pet food,pet_food,0,3,6,16,5,4,5
petal,petal,0,0,0,0,1,10,28
petri dish,petri_dish,1,0,2,31,1,3,1
pheasant,pheasant,0,0,1,11,6,14,8
phone,phone,0,0,0,9,9,8,6
phone booth,phone_booth,0,0,2,24,6,5,1
photo booth,photo_booth,0,0,1,8,11,12,4
photograph,photograph,0,0,0,12,3,13,10
piano,piano,1,1,0,2,2,16,17
pickax,pickax,1,2,10,20,3,1,0
pickle,pickle,0,0,3,7,9,15,4
pie,pie,1,0,0,3,4,8,22
piecrust,piecrust,0,0,0,2,10,20,7
pig,pig,1,4,12,6,8,7,0
pigeon,pigeon,1,3,10,11,4,6,4
piggy bank,piggy_bank,0,0,0,9,9,16,4
piglet,piglet,1,0,4,5,10,10,6
pill,pill,1,2,8,23,2,1,1
pillbox,pillbox,0,2,1,21,6,7,0
pillow,pillow,1,0,0,0,4,20,11
pin,pin,0,2,5,22,6,1,0
pinball,pinball,0,0,1,3,12,15,8
pincushion,pincushion,0,0,2,18,7,7,0
pine needle,pine_needle,0,2,4,12,4,14,4
pine tree,pine_tree,0,0,0,1,6,14,16
pineapple,pineapple,0,0,0,5,2,13,17
pinecone,pinecone,0,0,2,7,12,13,5
ping-pong table,ping-pong_table,0,0,0,10,11,13,5
pinwheel,pinwheel,0,0,0,6,5,23,4
pipe,pipe1,3,3,8,8,9,6,0
pipe,pipe2,0,1,4,27,2,2,0
pistachio,pistachio,0,0,1,1,9,18,7
pita,pita,0,0,0,3,7,20,9
pitcher,pitcher,0,1,0,19,6,7,4
pitchfork,pitchfork,0,1,5,25,2,3,0
pizza,pizza,0,0,0,1,2,13,24
place mat,place_mat,0,0,0,14,9,12,2
plant,plant,0,0,0,4,5,9,19
plaster cast,plaster_cast,9,18,5,6,0,0,0
plastic film,plastic_film,0,2,6,19,5,4,1
plate,plate,0,0,0,13,10,10,4
platypus,platypus,0,0,1,9,13,10,4
playing card,playing_card,0,0,0,19,2,9,5
playpen,playpen,0,0,5,10,10,12,2
pliers,pliers,0,0,2,25,5,3,3
plug,plug,0,0,0,31,2,3,2
plum,plum,0,0,0,6,4,16,13
plunger,plunger,3,10,10,10,3,0,1
pocket,pocket,1,1,0,18,4,8,4
pocket watch,pocket_watch,0,0,0,10,8,15,4
pocketknife,pocketknife,1,2,4,15,9,4,1
pogo stick,pogo_stick,0,0,1,14,9,12,1
poinsettia,poinsettia,0,0,0,3,4,22,11
poker,poker,2,3,4,20,5,5,0
polar bear,polar_bear,0,4,1,5,7,12,6
polaroid,polaroid,0,0,0,7,8,18,6
pole,pole,0,0,3,30,2,3,1
police car,police_car,3,4,8,19,2,3,0
polisher,polisher,0,1,4,18,9,6,0
polo shirt,polo_shirt,0,0,0,10,10,10,7
polygraph,polygraph,6,9,7,13,0,2,0
pom-pom,pom-pom,1,0,0,8,13,15,3
pomegranate,pomegranate,0,1,1,2,10,14,7
pony,pony,0,0,0,3,8,9,16
poodle,poodle,0,0,2,5,4,12,14
pool table,pool_table,0,0,1,9,10,12,7
popcorn,popcorn,0,0,0,1,6,11,18
poppy,poppy,0,0,0,2,5,13,16
popsicle,popsicle,1,0,0,1,3,18,15
porcupine,porcupine,2,5,10,12,4,2,2
porthole,porthole,0,0,0,20,4,10,1
possum,possum,3,10,13,8,4,0,1
poster,poster,0,0,1,13,9,10,2
pot,pot,0,2,0,24,6,5,0
potato,potato,0,1,0,11,4,13,8
potholder,potholder,0,0,0,16,8,5,8
pothole,pothole,28,4,1,0,0,0,0
potpie,potpie,0,0,1,3,8,14,8
potpourri,potpourri,0,0,0,4,6,19,8
powder,powder,0,2,5,24,4,3,0
power line,power_line,4,3,4,22,0,4,0
praying mantis,praying_mantis,0,5,4,14,5,7,2
pretzel,pretzel,0,0,0,2,6,18,13
printer,printer,0,1,5,20,5,4,3
prism,prism,0,0,0,5,6,14,11
projector,projector,0,1,1,16,11,9,2
propeller,propeller,0,1,4,25,3,3,1
prune,prune,1,3,4,5,12,10,3
puck,puck,0,0,0,25,8,5,1
pudding,pudding,1,0,1,2,7,12,16
puddle,puddle,1,5,7,14,5,2,1
puffin,puffin,0,0,2,5,7,11,14
pug,pug,0,0,0,1,4,17,15
pulley,pulley,0,0,2,23,6,8,0
pulpit,pulpit,0,2,2,9,9,13,3
pump,pump,1,1,3,21,10,1,2
pumpkin,pumpkin,0,0,0,5,13,12,7
punch,punch1,0,0,0,2,5,23,8
punch,punch2,0,0,0,27,3,4,2
punching bag,punching_bag,0,2,2,19,9,1,4
puppet,puppet,1,0,3,8,12,11,3
puppy,puppy,0,0,0,0,1,11,23
purse,purse,0,0,0,10,9,10,7
quad,quad,0,0,4,11,11,9,2
quesadilla,quesadilla,0,0,0,3,5,10,19
quiche,quiche,1,1,0,3,5,15,12
quill,quill,0,0,2,16,11,8,2
quilt,quilt,0,0,0,3,7,14,11
rabbit,rabbit,0,1,0,3,5,10,17
raccoon,raccoon,1,5,5,11,9,5,1
racehorse,racehorse,0,0,0,7,4,14,15
rack,rack1,1,1,3,26,0,5,1
rack,rack2,0,0,4,28,6,2,0
racket,racket,0,0,2,16,4,9,3
radar,radar,1,0,1,22,4,4,0
radiator,radiator,0,2,0,12,10,9,1
radio,radio,0,0,0,4,4,22,9
radish,radish,0,4,5,7,9,10,3
raft,raft,0,0,2,14,11,9,4
rag,rag,0,10,14,10,0,3,0
railing,railing,0,0,1,19,7,6,3
rain gauge,rain_gauge,0,0,0,21,10,7,0
raincoat,raincoat,0,0,3,14,6,12,1
raisin,raisin,1,0,1,3,10,18,4
rake,rake,1,0,4,22,8,2,0
ram,ram,0,2,6,12,11,7,1
ramp,ramp,0,2,1,23,6,6,0
raspberry,raspberry,0,0,0,2,2,17,18
rat,rat,17,9,7,1,4,0,1
ratchet,ratchet,0,0,0,29,4,4,2
rattle,rattle,2,0,2,7,5,14,6
rattlesnake,rattlesnake,20,9,6,4,0,0,0
ravioli,ravioli,0,1,0,2,6,20,9
razor,razor,1,0,7,19,6,4,2
razor blade,razor_blade,3,9,14,11,0,1,0
ready meal,ready_meal,0,3,8,5,12,7,3
rearview mirror,rearview_mirror,0,0,0,29,6,1,2
recliner,recliner,0,0,0,8,6,15,10
record,record,0,0,0,8,8,12,10
record player,record_player,0,0,1,6,4,17,8
recorder,recorder,2,1,4,4,6,13,7
red carpet,red_carpet,0,0,3,14,12,8,2
reel,reel,0,1,1,23,9,2,0
refrigerator,refrigerator,0,0,1,16,5,10,6
reindeer,reindeer,0,0,0,5,9,16,8
remote control,remote_control,0,0,0,20,5,8,3
retainer,retainer,3,8,14,8,0,0,0
revolver,revolver,7,13,3,11,1,3,1
revolving door,revolving_door,0,0,2,15,11,7,3
rhinoceros,rhinoceros,0,1,5,9,12,4,4
rhubarb,rhubarb,0,0,2,12,11,8,4
ribbon,ribbon,0,0,0,4,4,17,13
rice,rice,0,0,0,4,7,17,11
rickshaw,rickshaw,0,0,1,17,11,8,1
rifle,rifle,5,6,6,16,2,2,1
rim,rim,0,0,0,30,5,0,2
ring,ring,0,0,0,5,3,10,19
riser,riser,0,0,1,30,3,4,0
road sign,road_sign,0,0,2,26,2,5,2
roadsweeper,roadsweeper,0,2,4,23,6,1,3
robe,robe,0,0,0,3,6,18,11
robot,robot,0,1,1,20,5,8,5
rock,rock,1,1,2,23,2,5,1
rocket,rocket,0,0,1,21,3,8,4
rocking chair,rocking_chair,0,1,0,4,7,13,10
rocking horse,rocking_horse,0,1,0,2,10,19,7
roll,roll,0,0,1,2,1,14,19
roller,roller,0,0,9,23,1,4,0
roller coaster,roller_coaster,4,1,2,7,6,9,9
rollerblade,rollerblade,0,0,0,7,10,18,2
rollerskate,rollerskate,0,0,1,7,9,12,7
rolling pin,rolling_pin,0,0,0,23,7,6,0
roof rack,roof_rack,1,0,2,29,1,3,1
rooster,rooster,1,1,6,11,12,6,2
root,root,0,0,0,20,8,8,4
rope,rope,0,2,3,27,6,2,0
rosary,rosary,0,0,3,9,9,10,5
rose,rose,0,0,0,0,4,13,22
roulette wheel,roulette_wheel,0,1,2,20,6,6,1
router,router,0,1,1,20,5,8,2
rubber band,rubber_band,0,0,0,32,3,3,1
ruby,ruby,2,0,0,6,3,9,18
rudder,rudder,0,1,1,20,7,6,2
rug,rug,0,0,0,10,13,12,4
ruler,ruler,0,1,0,23,6,6,2
rust,rust,23,7,3,3,0,1,1
saddle,saddle,0,0,2,15,13,8,0
safety pin,safety_pin,1,0,5,25,4,2,1
saffron,saffron,0,0,1,8,7,15,8
sail,sail,0,0,0,16,9,8,5
sailboat,sailboat,0,2,0,3,6,17,8
salad,salad,0,0,0,5,6,16,11
salami,salami,1,1,2,8,10,11,3
saltshaker,saltshaker,0,0,1,18,11,7,1
sand,sand,0,3,1,7,14,8,5
sandal,sandal,0,0,1,15,5,10,2
sandbag,sandbag,2,5,7,24,1,0,0
sandbox,sandbox,1,0,3,4,15,12,2
sandcastle,sandcastle,0,0,1,3,3,17,12
sandpaper,sandpaper,2,3,11,16,2,4,1
sandwich,sandwich,0,0,0,5,4,19,12
sarcophagus,sarcophagus,3,3,9,15,2,3,0
sardine,sardine,3,6,2,15,4,5,1
satellite,satellite,1,0,1,22,5,8,1
satellite dish,satellite_dish,0,1,3,25,4,1,1
sauce,sauce,0,0,1,6,4,21,4
saucer,saucer,0,0,0,20,8,10,0
sauerkraut,sauerkraut,1,8,5,8,9,3,2
sausage,sausage,2,2,1,9,11,12,2
saw,saw,0,5,14,14,4,2,0
sawhorse,sawhorse,0,0,1,30,6,3,0
saxophone,saxophone,1,1,2,5,6,15,10
scaffold,scaffold,0,1,6,26,2,2,0
scaffolding,scaffolding,0,3,13,17,0,5,0
scale,scale,1,2,1,20,9,2,2
scallion,scallion,0,0,1,4,19,7,4
scallop,scallop,1,2,3,6,7,10,5
scalpel,scalpel,6,5,7,14,1,1,1
scanner,scanner,0,0,2,29,4,2,0
scarecrow,scarecrow,3,4,8,11,10,4,0
scarf,scarf,0,0,1,6,7,15,10
school bus,school_bus,0,1,5,18,8,4,1
scissors,scissors,0,0,2,21,5,5,3
scone,scone,0,0,0,4,3,18,14
scoop,scoop,0,0,0,24,6,5,2
scooter,scooter,0,1,0,3,9,16,6
scoreboard,scoreboard,0,1,0,26,4,3,1
scorpion,scorpion,15,14,1,3,1,1,1
scrabble,scrabble,0,0,0,4,10,15,8
scrambled egg,scrambled_egg,0,0,2,8,6,15,6
scraper,scraper,0,1,4,24,6,2,1
screen,screen1,0,0,0,14,10,9,5
screen,screen2,0,1,2,24,6,5,1
screw,screw,0,1,1,29,2,4,0
screwdriver,screwdriver,0,1,1,28,3,6,0
scuba,scuba,0,1,0,18,7,6,5
sea urchin,sea_urchin,3,5,9,10,6,5,2
seafood,seafood,0,0,2,4,5,16,10
seagull,seagull,2,4,3,10,12,7,2
seahorse,seahorse,0,0,0,9,6,12,13
seal,seal,0,0,2,8,7,9,8
seaplane,seaplane,0,0,1,17,8,10,1
seatbelt,seatbelt,0,1,6,23,2,2,1
seaweed,seaweed,1,3,15,10,5,3,1
seed,seed,0,0,0,13,5,12,6
seesaw,seesaw,0,0,1,2,13,17,5
seismograph,seismograph,0,1,4,26,6,1,1
sequin,sequin,1,0,2,11,14,8,3
sewage,sewage,33,1,1,2,2,0,0
sewing kit,sewing_kit,0,0,0,20,8,6,0
sewing machine,sewing_machine,0,0,0,12,14,8,5
shaker,shaker,0,1,0,16,12,9,1
shark,shark,13,11,4,8,4,0,0
shaving cream,shaving_cream,0,0,1,16,14,7,2
shawl,shawl,0,0,1,5,13,12,7
shears,shears,2,1,7,21,3,1,1
sheath,sheath,0,0,2,23,7,3,3
sheep,sheep,0,0,1,9,7,14,6
sheet,sheet,0,1,0,8,3,22,4
shelf,shelf,0,0,0,30,4,1,0
shell,shell1,4,14,5,10,1,2,1
shell,shell2,0,0,0,3,6,21,7
shell,shell3,0,0,2,13,9,7,5
shield,shield,0,1,3,20,9,2,2
ship,ship,0,0,0,5,11,14,7
shirt,shirt,0,0,1,8,9,14,6
shoe,shoe,0,0,0,11,11,7,6
shoe polish,shoe_polish,0,2,6,17,9,2,0
shoehorn,shoehorn,0,1,3,19,5,5,1
shoelace,shoelace,0,0,0,23,6,7,2
shopping basket,shopping_basket,0,0,0,27,6,3,2
shopping cart,shopping_cart,0,0,0,21,11,6,1
shortbread,shortbread,0,0,0,2,1,13,20
shorts,shorts,1,0,0,10,8,12,7
shoulder,shoulder,0,0,1,12,6,9,11
shovel,shovel,0,3,3,23,5,5,0
shower,shower,0,0,0,2,2,11,20
shower cap,shower_cap,2,5,3,19,4,4,1
shower curtain,shower_curtain,0,1,1,14,12,7,3
showerhead,showerhead,0,0,1,15,7,11,5
shredder,shredder,0,2,4,21,5,4,1
shrimp,shrimp,1,2,1,6,9,13,5
shuffleboard,shuffleboard,0,0,0,14,13,9,3
shutter,shutter,0,0,2,19,6,5,3
sickle,sickle,2,7,9,14,3,2,0
sidecar,sidecar,1,0,0,15,7,9,3
sifter,sifter,0,0,1,20,6,7,0
silicone,silicone,0,0,6,16,10,4,2
silverware,silverware,0,0,1,10,11,15,2
sim card,sim_card,0,0,1,25,3,6,3
sink,sink,0,0,0,19,6,9,3
siren,siren,18,7,7,4,0,0,0
skateboard,skateboard,0,0,1,12,7,16,3
skeleton,skeleton,11,11,7,7,0,0,0
skewer,skewer,0,1,3,20,9,3,1
ski,ski,0,0,0,15,11,8,3
ski boots,ski_boots,0,0,2,17,8,7,2
ski lift,ski_lift,1,1,2,9,12,13,1
ski pole,ski_pole,0,0,0,20,11,6,0
skin,skin,0,0,2,10,8,8,9
skirt,skirt,0,0,0,7,8,12,12
skull,skull,2,9,13,11,0,1,0
skunk,skunk,13,6,5,5,2,4,3
sled,sled,0,0,1,8,7,18,5
sledgehammer,sledgehammer,1,1,7,25,2,1,0
sleeping bag,sleeping_bag,0,2,0,7,9,15,3
slicer,slicer,0,1,6,26,5,1,1
slide,slide,0,0,0,1,4,19,15
slime,slime,3,5,7,11,7,3,2
sling,sling,4,8,12,10,1,2,1
slingshot,slingshot,0,6,10,17,3,2,0
slipper,slipper,0,1,0,3,4,16,12
slot,slot,1,1,1,32,3,0,0
slot machine,slot_machine,1,5,2,15,7,1,5
sloth,sloth,1,1,0,8,5,15,7
slug,slug,8,13,9,2,5,1,1
